phase,category,filename,img_path,exists,annot_A,annot_B,annot_C,soft_anger,soft_contempt,soft_disgust,soft_fear,soft_happy,soft_neutral,soft_sad,soft_surprise
train,happy,x8byb01e7e2592e4662d936f37732eeeb46fe8eb9188758539ed353ec25f5f3xw.jpg,./Data/EST_data/img_train/happy/x8byb01e7e2592e4662d936f37732eeeb46fe8eb9188758539ed353ec25f5f3xw.jpg,True,당황,기쁨,기쁨,0.0,0.0,0.0,0.09999999999999999,0.6666666666666666,0.06666666666666667,0.0,0.16666666666666666
train,happy,rmsoaad0aa1058da704042b4959de711409da0d7bceee25eb1869d2e8e86e7hkv.jpg,./Data/EST_data/img_train/happy/rmsoaad0aa1058da704042b4959de711409da0d7bceee25eb1869d2e8e86e7hkv.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,pvzb0291c79146dcfa49d029547ae79d51b9da724447b94790f1aa1909e4btrdd.jpg,./Data/EST_data/img_train/happy/pvzb0291c79146dcfa49d029547ae79d51b9da724447b94790f1aa1909e4btrdd.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,iwgnc1ca22e29ac28c87a1984c9a05f437ac82ccedfa5ba457baf271c15a8e22d.jpg,./Data/EST_data/img_train/happy/iwgnc1ca22e29ac28c87a1984c9a05f437ac82ccedfa5ba457baf271c15a8e22d.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,e05304272bbd9e0ada99bb5c00504df4400521fc9c0f4fe5000b4ce07d2caaxl0.jpg,./Data/EST_data/img_train/happy/e05304272bbd9e0ada99bb5c00504df4400521fc9c0f4fe5000b4ce07d2caaxl0.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,kbv3f19e2cf3c49146ba7fd58ee22717164bc11c1744e6549cceca6a7f756e50u.jpg,./Data/EST_data/img_train/happy/kbv3f19e2cf3c49146ba7fd58ee22717164bc11c1744e6549cceca6a7f756e50u.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,491e8c85cfdbcd8bf5f33b1f20f7973af90d3b9ae9e58065992857bfef047d2wp.jpg,./Data/EST_data/img_train/happy/491e8c85cfdbcd8bf5f33b1f20f7973af90d3b9ae9e58065992857bfef047d2wp.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,gk9e0a2eed77cb8416c48a49e245a9294b69b7584ba0a562244acbb27885evlm8.jpg,./Data/EST_data/img_train/happy/gk9e0a2eed77cb8416c48a49e245a9294b69b7584ba0a562244acbb27885evlm8.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,jq5ibe1aedf7aeafb9fb5e932fedabb9eb3e8ab25bb353bd94e9b57ab789bzly1.jpg,./Data/EST_data/img_train/happy/jq5ibe1aedf7aeafb9fb5e932fedabb9eb3e8ab25bb353bd94e9b57ab789bzly1.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,71c2b25acba286c4bba8833190af85a798a2cc0aa27dc80a49a07c0a6d669lngr.jpg,./Data/EST_data/img_train/happy/71c2b25acba286c4bba8833190af85a798a2cc0aa27dc80a49a07c0a6d669lngr.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,6n78ec46805c24844a42dc5dbb6c688ec4d2645b8a5c4cc92d1586a94d8520nop.jpg,./Data/EST_data/img_train/happy/6n78ec46805c24844a42dc5dbb6c688ec4d2645b8a5c4cc92d1586a94d8520nop.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,dcnp50aa5f9cf72e0526bacb37e676c34597e5747656f79fb7e7672772562g894.jpg,./Data/EST_data/img_train/happy/dcnp50aa5f9cf72e0526bacb37e676c34597e5747656f79fb7e7672772562g894.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,okti9bbc40edeee589583bfc5eb1baee606ac38c6b8b8f666838a436882d5ywau.jpg,./Data/EST_data/img_train/happy/okti9bbc40edeee589583bfc5eb1baee606ac38c6b8b8f666838a436882d5ywau.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,8zwv92b36a63e133ffce09d222d663bfc72032dd63c9cbc426f63360ced976dj8.jpg,./Data/EST_data/img_train/happy/8zwv92b36a63e133ffce09d222d663bfc72032dd63c9cbc426f63360ced976dj8.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,0kfqdd62ece2a7e1ed94e25d67b7553bff3637353eec5ae5bc9cffbb5b2ff98g5.jpg,./Data/EST_data/img_train/happy/0kfqdd62ece2a7e1ed94e25d67b7553bff3637353eec5ae5bc9cffbb5b2ff98g5.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,v3wgb99b8e86f7d0799865795fa9056c7e96389786676646bb058ca679706xp92.jpg,./Data/EST_data/img_train/happy/v3wgb99b8e86f7d0799865795fa9056c7e96389786676646bb058ca679706xp92.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,pdi4f0d0ae27bc6ce0133ef222b2f4ea0242487a10d02cfc2e7ae2e10ff5ddr90.jpg,./Data/EST_data/img_train/happy/pdi4f0d0ae27bc6ce0133ef222b2f4ea0242487a10d02cfc2e7ae2e10ff5ddr90.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,txkcdb0a6b511bf9f62b4215562f25e659b825542763daaab3065d2f5d222ln85.jpg,./Data/EST_data/img_train/happy/txkcdb0a6b511bf9f62b4215562f25e659b825542763daaab3065d2f5d222ln85.jpg,True,상처,분노,슬픔,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.4666666666666666,0.0
train,happy,uiyqc6798a3c999a9fb99944115bbc891c8c9b1f488209967791ca6a0c38drz7h.jpg,./Data/EST_data/img_train/happy/uiyqc6798a3c999a9fb99944115bbc891c8c9b1f488209967791ca6a0c38drz7h.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,gv9oc100be623065c20b867a6b18cbce44fc2e302beb209ee0d3be3edacbee9ro.jpeg,./Data/EST_data/img_train/happy/gv9oc100be623065c20b867a6b18cbce44fc2e302beb209ee0d3be3edacbee9ro.jpeg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,hx41c70ea25f013193823a14f24096119879a6444c181a08998489a241678qjxe.jpg,./Data/EST_data/img_train/happy/hx41c70ea25f013193823a14f24096119879a6444c181a08998489a241678qjxe.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,pukm6d999610b782a69b059b60d446f46d9279706c79fd12579d34d567c1eh46m.jpg,./Data/EST_data/img_train/happy/pukm6d999610b782a69b059b60d446f46d9279706c79fd12579d34d567c1eh46m.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,tfjp557bbc4a286eb5cabb16a3f1e117bccbd9376227b12c12fcd601f8b194lki.jpg,./Data/EST_data/img_train/happy/tfjp557bbc4a286eb5cabb16a3f1e117bccbd9376227b12c12fcd601f8b194lki.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,aufi92121367c163111f7a7e1141b6122baec1e131e97c6267b113f7ee170vv3j.jpg,./Data/EST_data/img_train/happy/aufi92121367c163111f7a7e1141b6122baec1e131e97c6267b113f7ee170vv3j.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,o0k8bf8b6835b0eb81d42e865d800f47b76e87fff1851ad1135b98fca61cesnk9.jpg,./Data/EST_data/img_train/happy/o0k8bf8b6835b0eb81d42e865d800f47b76e87fff1851ad1135b98fca61cesnk9.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,twd88bbfcbbf19b7bd77cdb668946f77b8373eb54871bae959184db234068ja5z.jpg,./Data/EST_data/img_train/happy/twd88bbfcbbf19b7bd77cdb668946f77b8373eb54871bae959184db234068ja5z.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,7b9i8b9f4be1471b858ee999b3befbcefebab4e64d80b49ce7818bbbdddbcwuup.jpg,./Data/EST_data/img_train/happy/7b9i8b9f4be1471b858ee999b3befbcefebab4e64d80b49ce7818bbbdddbcwuup.jpg,True,기쁨,기쁨,당황,0.0,0.0,0.0,0.09999999999999999,0.6666666666666666,0.06666666666666667,0.0,0.16666666666666666
train,happy,ig0k2accd1fafe0fabff299fac20c85512ae19e0e1cf7fa2f83092214225667cq.jpg,./Data/EST_data/img_train/happy/ig0k2accd1fafe0fabff299fac20c85512ae19e0e1cf7fa2f83092214225667cq.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,v10c2ab5dd004b0c2bf012db6df2388eccc1253125fa18c50822c433987eb8j6v.jpg,./Data/EST_data/img_train/happy/v10c2ab5dd004b0c2bf012db6df2388eccc1253125fa18c50822c433987eb8j6v.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,vqsw1579cf0e473894a81cf19a5975d2fa414618fcc71a541e2c31c405451sryh.jpg,./Data/EST_data/img_train/happy/vqsw1579cf0e473894a81cf19a5975d2fa414618fcc71a541e2c31c405451sryh.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,exxkc866cd28ea20ad944dd29a6c3ec9fe95e96502400d902fc80f56e6aedkw8t.jpg,./Data/EST_data/img_train/happy/exxkc866cd28ea20ad944dd29a6c3ec9fe95e96502400d902fc80f56e6aedkw8t.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,lj3ja3e8a103808948b6c5a211490733dc489441d7822aaa87e1e8422329cw95s.jpg,./Data/EST_data/img_train/happy/lj3ja3e8a103808948b6c5a211490733dc489441d7822aaa87e1e8422329cw95s.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,8hl6c28b7dfd285777ed741b4d45dbf191538c7d962ef3df22fd24fed7c82uf8n.jpg,./Data/EST_data/img_train/happy/8hl6c28b7dfd285777ed741b4d45dbf191538c7d962ef3df22fd24fed7c82uf8n.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,jvege8f3335ecf64163c31ff3e0cfd7fad677d1f1fa7a47f7ff7f275f8d64lufg.jpg,./Data/EST_data/img_train/happy/jvege8f3335ecf64163c31ff3e0cfd7fad677d1f1fa7a47f7ff7f275f8d64lufg.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,c13n5e5211a693c013451404d44c8210148751dc51c13fcdd72aaf8033a3cdyy7.jpg,./Data/EST_data/img_train/happy/c13n5e5211a693c013451404d44c8210148751dc51c13fcdd72aaf8033a3cdyy7.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,4alq596e47346d36aa7baa4256ded326a07b49a65aa9e6a7be03a27264b666swx.jpg,./Data/EST_data/img_train/happy/4alq596e47346d36aa7baa4256ded326a07b49a65aa9e6a7be03a27264b666swx.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,yw962c57805d8fd8fd88ff76c880cdded3677115883c16a8756e9e2925a95xx7i.jpg,./Data/EST_data/img_train/happy/yw962c57805d8fd8fd88ff76c880cdded3677115883c16a8756e9e2925a95xx7i.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,n6aa4c7a9c6d4df99ddd989d0f399f8a366f797277cd98dc36dc8dc18d0d7snhg.jpg,./Data/EST_data/img_train/happy/n6aa4c7a9c6d4df99ddd989d0f399f8a366f797277cd98dc36dc8dc18d0d7snhg.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,uk9w6525fdc66f95c639791f4f4a62c9b2fdd8bc65b66b6ce162f866fc12dxrrr.jpg,./Data/EST_data/img_train/happy/uk9w6525fdc66f95c639791f4f4a62c9b2fdd8bc65b66b6ce162f866fc12dxrrr.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,cxz9f4b3def5a0e70b6506ea6f911c5c3513bc411d3f3e00c33017f17461e5hi3.jpg,./Data/EST_data/img_train/happy/cxz9f4b3def5a0e70b6506ea6f911c5c3513bc411d3f3e00c33017f17461e5hi3.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,e5pja94b700ff5e23baaea5d87aae7455fab540a1ef7a34abe1b0954d903ee6a9.jpg,./Data/EST_data/img_train/happy/e5pja94b700ff5e23baaea5d87aae7455fab540a1ef7a34abe1b0954d903ee6a9.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,md47594154aec5535897399fbe929523159fd942c899ac291189630a09667l4qj.jpg,./Data/EST_data/img_train/happy/md47594154aec5535897399fbe929523159fd942c899ac291189630a09667l4qj.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,jfmn4f744f24af238c079dde4f4fbfa368fa081efff644f516a2a879f09811jt7.jpg,./Data/EST_data/img_train/happy/jfmn4f744f24af238c079dde4f4fbfa368fa081efff644f516a2a879f09811jt7.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,4um10670821c2efb7c7ba2c565fbcf3231862a42b1a2f4d3aaf6225bf16d63lqy.jpg,./Data/EST_data/img_train/happy/4um10670821c2efb7c7ba2c565fbcf3231862a42b1a2f4d3aaf6225bf16d63lqy.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,il7f9228bf07fd262f11da8048fa2bf683f1bd6aada25d8fb139bd2abda6f7qo6.jpg,./Data/EST_data/img_train/happy/il7f9228bf07fd262f11da8048fa2bf683f1bd6aada25d8fb139bd2abda6f7qo6.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,yibj1a3885fe88e5e5bcfb6bfa8e823b5f23153838cbb7ee583a8a537471akgk1.jpg,./Data/EST_data/img_train/happy/yibj1a3885fe88e5e5bcfb6bfa8e823b5f23153838cbb7ee583a8a537471akgk1.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,b3e18d9cc9dc92cc2d6dc619c05c26dcad2d9384ec1876c66d3d0ced9d5848oez.jpg,./Data/EST_data/img_train/happy/b3e18d9cc9dc92cc2d6dc619c05c26dcad2d9384ec1876c66d3d0ced9d5848oez.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,e1ywa3b94e1f79f3ec6e279459ad572e1e19877d921294467f396d80ff73ciai2.jpg,./Data/EST_data/img_train/happy/e1ywa3b94e1f79f3ec6e279459ad572e1e19877d921294467f396d80ff73ciai2.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,ee4gc5ad6d6952bfd5101ddfb0b8040dc42bd0abc54dfdbfb63b9bfb5bb67nmom.jpg,./Data/EST_data/img_train/happy/ee4gc5ad6d6952bfd5101ddfb0b8040dc42bd0abc54dfdbfb63b9bfb5bb67nmom.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,i7tg8f59f59ca162fc849a75989bdeef24f2cf755844a76fcb689f21f39880tdn.jpg,./Data/EST_data/img_train/happy/i7tg8f59f59ca162fc849a75989bdeef24f2cf755844a76fcb689f21f39880tdn.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,b7u5a0ea772d932e9a4caa044ec5396bdb49e9cbb037331db5a0b6e17acfapznc.jpg,./Data/EST_data/img_train/happy/b7u5a0ea772d932e9a4caa044ec5396bdb49e9cbb037331db5a0b6e17acfapznc.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,qjk4b19b1124f1719774d1eb59a2e1fe24acee7b1f591719491fb461bbf19ti4v.jpg,./Data/EST_data/img_train/happy/qjk4b19b1124f1719774d1eb59a2e1fe24acee7b1f591719491fb461bbf19ti4v.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,qwls4f00a835495de7c655975909f17438070d909acb66117d3b17a869599qx30.jpg,./Data/EST_data/img_train/happy/qwls4f00a835495de7c655975909f17438070d909acb66117d3b17a869599qx30.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,bx80eb5fda295275b183fa9f5cc82d31ec77d2223ef02e271fbafc2c57b8fosto.jpg,./Data/EST_data/img_train/happy/bx80eb5fda295275b183fa9f5cc82d31ec77d2223ef02e271fbafc2c57b8fosto.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,cnp78889eb9eb0107ee09e18775be0544a706501eebd3bdefe11b7f35be56aldh.jpg,./Data/EST_data/img_train/happy/cnp78889eb9eb0107ee09e18775be0544a706501eebd3bdefe11b7f35be56aldh.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,ht6m9bbb63b91895e7f9db7993c1fcf5b5bb94799178d9b98bc09ab8b71795wnh.jpg,./Data/EST_data/img_train/happy/ht6m9bbb63b91895e7f9db7993c1fcf5b5bb94799178d9b98bc09ab8b71795wnh.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,zvzv1be662cdbbbafd85268fbac59430a1e2328cf62e1dad01cd2c4a7ec5f215c.jpg,./Data/EST_data/img_train/happy/zvzv1be662cdbbbafd85268fbac59430a1e2328cf62e1dad01cd2c4a7ec5f215c.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,yrt46fc9515103025540707ff960de298d2f5c24f5d7c69795d2002d24127e2x7.jpg,./Data/EST_data/img_train/happy/yrt46fc9515103025540707ff960de298d2f5c24f5d7c69795d2002d24127e2x7.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,js6ef70b4cdcafb179fee8367440dde93b43bd0d3731136f7b170ff1f3b37nooj.jpg,./Data/EST_data/img_train/happy/js6ef70b4cdcafb179fee8367440dde93b43bd0d3731136f7b170ff1f3b37nooj.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,b27t6cf31fa9d5997f5703b32533f295a255be93ca508239b05a7838cd3582w3z.jpg,./Data/EST_data/img_train/happy/b27t6cf31fa9d5997f5703b32533f295a255be93ca508239b05a7838cd3582w3z.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,iy24853395353bb84543fe608e599f50c3eea5d73e37529555dbc6cf62f070gy3.jpg,./Data/EST_data/img_train/happy/iy24853395353bb84543fe608e599f50c3eea5d73e37529555dbc6cf62f070gy3.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,gtfk2fa495e1b873827a28250028418792ee15ba04a10a126b0715afad251w1yy.jpg,./Data/EST_data/img_train/happy/gtfk2fa495e1b873827a28250028418792ee15ba04a10a126b0715afad251w1yy.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,ms514918b888cfb502fbb4285dc8a6589e22c81fb302f18642437130cf3e9olq3.jpg,./Data/EST_data/img_train/happy/ms514918b888cfb502fbb4285dc8a6589e22c81fb302f18642437130cf3e9olq3.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,hdwj13a3293ef9c19b320999447ecd9e3f4a24341d9c1f8f3a31e9664b633ydoc.jpg,./Data/EST_data/img_train/happy/hdwj13a3293ef9c19b320999447ecd9e3f4a24341d9c1f8f3a31e9664b633ydoc.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,meu0ce9e5741f6b930937f80986828c023d98817f82f5f2774c5385908858d09l.jpg,./Data/EST_data/img_train/happy/meu0ce9e5741f6b930937f80986828c023d98817f82f5f2774c5385908858d09l.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,5s4z7c850048c392000a1d5f9fca1382fe091256020559a4a6ad423a666801iqt.jpg,./Data/EST_data/img_train/happy/5s4z7c850048c392000a1d5f9fca1382fe091256020559a4a6ad423a666801iqt.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,opsy5ede55345985516e08ebea85ae8d64c6a64eec8540c225972453ac417jih4.jpg,./Data/EST_data/img_train/happy/opsy5ede55345985516e08ebea85ae8d64c6a64eec8540c225972453ac417jih4.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,hdrp6fe05ea0e892b606f7eec29c23edf5bb323ef23556b1a226b3feb655b98j5.jpg,./Data/EST_data/img_train/happy/hdrp6fe05ea0e892b606f7eec29c23edf5bb323ef23556b1a226b3feb655b98j5.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,pwzyba6399949477a3fd144e6f66fa445595b65d652566e3cb677455be12beycs.jpg,./Data/EST_data/img_train/happy/pwzyba6399949477a3fd144e6f66fa445595b65d652566e3cb677455be12beycs.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,ol06bd16d5de78543383107c28fe3c599d94fa773d8933d332862888933bck8i7.jpg,./Data/EST_data/img_train/happy/ol06bd16d5de78543383107c28fe3c599d94fa773d8933d332862888933bck8i7.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,7y2aa3726eaae44e6520a792634202007eb16a3a9d04aae5bb1a62507d6ca4aql.jpg,./Data/EST_data/img_train/happy/7y2aa3726eaae44e6520a792634202007eb16a3a9d04aae5bb1a62507d6ca4aql.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,bxwe010024f04b0a203e4d0ce03a840ae8ab41645233f4a49bc2c1447cebe59s0.jpg,./Data/EST_data/img_train/happy/bxwe010024f04b0a203e4d0ce03a840ae8ab41645233f4a49bc2c1447cebe59s0.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,rhrr474157f82448443749a444e8366e416a9f4a96a3a478f9904f671e350smi7.jpg,./Data/EST_data/img_train/happy/rhrr474157f82448443749a444e8366e416a9f4a96a3a478f9904f671e350smi7.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,megnc5793d9450c2c25510c97bbd2205cd8bd7d0d38972cb19783208872fdvumv.jpg,./Data/EST_data/img_train/happy/megnc5793d9450c2c25510c97bbd2205cd8bd7d0d38972cb19783208872fdvumv.jpg,True,기쁨,기쁨,슬픔,0.0,0.0,0.0,0.0,0.6666666666666666,0.09999999999999999,0.2333333333333333,0.0
train,happy,15k54bac8e06b4f1d4a5cac6ed5a5a86189cad6357d04eadfbbfcecffbfebj8gh.jpg,./Data/EST_data/img_train/happy/15k54bac8e06b4f1d4a5cac6ed5a5a86189cad6357d04eadfbbfcecffbfebj8gh.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,1qivb01d78e0d75e695297ff5f969007da30bc5a79bcd5c95068373c05e08i7bw.jpg,./Data/EST_data/img_train/happy/1qivb01d78e0d75e695297ff5f969007da30bc5a79bcd5c95068373c05e08i7bw.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,atvvf0fa35a0c7e147e9217f17f821a1ae64b4210431244e5cc2d55147ec7pdfs.jpg,./Data/EST_data/img_train/happy/atvvf0fa35a0c7e147e9217f17f821a1ae64b4210431244e5cc2d55147ec7pdfs.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,9bij578105e1b3e6cd9b1577725db6441ff45b4104308d31f7472775d5b2d624w.jpg,./Data/EST_data/img_train/happy/9bij578105e1b3e6cd9b1577725db6441ff45b4104308d31f7472775d5b2d624w.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,v5ol2f483ebc59738257811fb61f555455e32d253b3a8545b852369b244a786id.jpg,./Data/EST_data/img_train/happy/v5ol2f483ebc59738257811fb61f555455e32d253b3a8545b852369b244a786id.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,eq6g34cac03502f41220f5f935cc252595c005f5b424b669e0e0f9e452d0ewtq2.jpg,./Data/EST_data/img_train/happy/eq6g34cac03502f41220f5f935cc252595c005f5b424b669e0e0f9e452d0ewtq2.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,lzape63990df6059ee742b7f092be326d9c5e2ff393315d390fd2e30729f12y4c.jpg,./Data/EST_data/img_train/happy/lzape63990df6059ee742b7f092be326d9c5e2ff393315d390fd2e30729f12y4c.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,re2qafccc7ccdadc2a1d03757b6ac0d9676f001fac06c7b65daddd0d47f86z3dq.jpg,./Data/EST_data/img_train/happy/re2qafccc7ccdadc2a1d03757b6ac0d9676f001fac06c7b65daddd0d47f86z3dq.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,happy,3gqp20dc03ba69d389402bdee8e249201e38996bee0dc3a0d3341d416edec5p7r.jpg,./Data/EST_data/img_train/happy/3gqp20dc03ba69d389402bdee8e249201e38996bee0dc3a0d3341d416edec5p7r.jpg,True,기쁨,기쁨,기쁨,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
